OSLIC,DSLIC,VOL,SVC1,SVC2,DASH,SLIC1,SLIC2,SLIC3,SLIC4,SLIC5,SLIC6,SLIC7,SLIC8,SLIC9,SLIC10,SLIC11,SLIC12,SLIC13,SLIC14,SLIC15
1014,1340,1.661,1,1,-,1014,1029,1229,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,1302,1.556,1,1,-,1014,1029,1229,1302,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,9601,1.925,5,5,-,1050,1069,6059,9589,9601,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,7351,1.504,4,4,-,1050,1069,6059,6059,6059,7319,7351,7351,NA,NA,NA,NA,NA,NA,NA
1050,5340,5.029,3,3,-,1050,1069,6059,6059,6059,6059,5340,5340,NA,NA,NA,NA,NA,NA,NA
1050,8342,1.609,6,6,-,1050,1069,6059,6059,8349,8342,8342,NA,NA,NA,NA,NA,NA,NA,NA
1050,9732,1.609,5,5,-,1050,1069,6059,9729,9732,9732,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,5260,2.45,3,3,-,1050,1069,6059,6059,5260,5260,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,5771,1.503,4,4,-,1050,1069,6059,6059,5719,5771,5771,NA,NA,NA,NA,NA,NA,NA,NA
1050,8321,1.451,5,5,-,1050,1069,6059,6059,8459,8459,8459,8321,8321,NA,NA,NA,NA,NA,NA
1050,8472,2.556,5,5,-,1050,1069,6059,6059,8472,8472,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,4993,1.714,3,3,-,1050,1069,6059,6059,4993,4993,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,6290,3.082,3,3,-,1050,1069,6059,6059,6059,6290,6290,NA,NA,NA,NA,NA,NA,NA,NA
1050,5720,1.766,4,4,-,1050,1069,6059,6059,5719,5719,5720,5720,NA,NA,NA,NA,NA,NA,NA
1050,1170,27.134,1,1,-,1050,1069,1119,1170,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,8346,1.767,5,5,-,1050,1069,6059,6059,8459,8459,8459,8346,8346,NA,NA,NA,NA,NA,NA
1050,5941,1.451,5,5,-,1050,1069,6059,6059,5919,5969,5941,5941,NA,NA,NA,NA,NA,NA,NA
1090,1302,5.451,1,1,-,1090,1229,1302,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1440,5.608,2,2,-,1090,1229,1229,1329,1440,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,5771,2.661,4,4,-,1170,6059,6059,5719,5771,5771,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,9911,2.398,5,5,-,1170,6059,9929,9929,9911,9911,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,6252,5.45,3,3,-,1170,6059,6059,6059,6059,6252,6252,NA,NA,NA,NA,NA,NA,NA,NA
1170,5991,1.977,5,5,-,1170,6059,9929,5991,5991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,9571,3.819,5,5,-,1170,6059,9589,9571,9571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,9710,2.872,5,5,-,1170,6059,9729,9710,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,5580,10.345,3,3,-,1170,6059,6059,5580,5580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,8010,13.556,4,4,-,1170,6059,6059,8010,8010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,9780,2.083,5,5,-,1170,6059,9929,9789,9780,9780,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,4200,7.819,3,3,-,1170,6059,6059,4200,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,6290,9.503,3,3,-,1170,6059,6059,6059,6290,6290,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,5050,4.082,3,3,-,1170,6059,6059,5050,5050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,2160,14.976,1,1,-,1170,1919,2160,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,5490,27.767,3,3,-,1170,6059,6059,6059,6059,5490,5490,NA,NA,NA,NA,NA,NA,NA,NA
1170,9590,5.451,5,5,-,1170,6059,9589,9590,9590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,8320,3.45,5,5,-,1170,6059,6059,8320,8320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,5430,12.819,3,3,-,1170,6059,6059,6059,5430,5430,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1680,2.766,2,2,-,1200,1229,1569,1569,1680,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,8130,1.609,5,5,-,1200,1329,6059,8029,8130,8130,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,9822,1.714,5,5,-,1200,1329,6059,9822,9822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1251,4.293,1,1,-,1200,1229,1229,1251,1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1340,8.24,1,1,-,1200,1329,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,5460,1.766,2,2,-,1200,1329,5319,5460,5460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,2121,5.557,2,2,-,1200,1229,2079,2079,2121,2121,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,7280,1.503,4,4,-,1200,1329,4429,4519,4519,4519,4519,4519,7229,7280,7280,NA,NA,NA,NA
1200,3171,1.977,3,3,-,1200,1329,3009,3009,3171,3171,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,8430,2.451,5,5,-,1200,1329,6059,8430,8430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,9531,1.661,5,5,-,1200,1329,9489,9489,9531,9531,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1770,3.977,1,1,-,1200,1329,1770,1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,4580,1.872,2,2,-,1200,1329,4369,4369,4580,4580,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,9891,1.451,5,5,-,1200,1329,6059,9929,9929,9891,9891,NA,NA,NA,NA,NA,NA,NA,NA
1200,5140,1.504,3,3,-,1200,1329,6059,5289,5140,5140,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,6650,1.609,3,3,-,1200,1329,6059,6629,6650,6650,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1540,1.819,2,2,-,1200,1329,1569,1569,1569,1540,1540,NA,NA,NA,NA,NA,NA,NA,NA
1200,5771,1.503,4,4,-,1200,1329,6059,5719,5771,5771,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,6660,2.135,3,3,-,1200,1329,6059,6660,6660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,6350,1.451,3,3,-,1200,1329,4429,4429,6309,6350,6350,NA,NA,NA,NA,NA,NA,NA,NA
1200,8530,1.556,5,5,-,1200,1329,4429,4429,8509,8509,8530,8530,NA,NA,NA,NA,NA,NA,NA
1200,9540,1.872,5,5,-,1200,1329,9489,9489,9540,9540,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,3020,1.609,3,3,-,1200,1329,3009,3009,3020,3020,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,7161,1.451,4,4,-,1200,1329,4429,4519,4519,4519,4519,4519,7229,7161,7161,NA,NA,NA,NA
1200,3630,1.608,3,3,-,1200,1329,3009,3609,3609,3630,3630,NA,NA,NA,NA,NA,NA,NA,NA
1200,3120,1.661,3,3,-,1200,1329,3009,3009,3120,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1400,6.24,1,1,-,1200,1329,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,8711,1.503,5,5,-,1200,1329,6059,8711,8711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,6530,1.503,3,3,-,1200,1329,6059,6309,6530,6530,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1570,1.451,2,2,-,1200,1329,1569,1569,1569,1570,1570,NA,NA,NA,NA,NA,NA,NA,NA
1200,4405,2.188,2,2,-,1200,1329,4429,4429,4405,4405,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,3100,1.451,3,3,-,1200,1329,3009,3100,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,4820,1.924,2,2,-,1200,1329,4369,4369,4820,4820,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,4635,2.871,2,2,-,1200,1329,6059,4635,4635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,4822,2.872,2,2,-,1200,1329,4369,4369,4822,4822,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,1500,1.924,2,2,-,1200,1329,1569,1569,1569,1500,1500,NA,NA,NA,NA,NA,NA,NA,NA
1200,3540,1.504,3,3,-,1200,1329,3009,3540,3540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,7350,1.556,4,4,-,1200,1329,4429,4429,7319,7350,7350,NA,NA,NA,NA,NA,NA,NA,NA
1200,3172,1.451,3,3,-,1200,1329,3009,3009,3172,3172,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,5260,1.451,3,3,-,1200,1329,6059,5260,5260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,6041,2.924,2,2,-,1250,1229,6059,6041,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,9891,1.504,5,5,-,1250,1229,6059,9929,9929,9891,9891,NA,NA,NA,NA,NA,NA,NA,NA
1250,9530,1.767,5,5,-,1250,1229,6059,9530,9530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,4390,1.556,2,2,-,1250,1229,1569,1569,4390,4390,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,4580,1.872,2,2,-,1250,1229,1329,4369,4369,4580,4580,NA,NA,NA,NA,NA,NA,NA,NA
1250,1361,5.556,1,1,-,1250,1229,1329,1361,1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,2610,1.924,2,2,-,1250,1229,1569,1569,2610,2610,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,4110,1.609,2,2,-,1250,1229,4429,4329,4110,4110,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,9234,1.556,5,5,-,1250,1229,1329,9029,9029,9029,9234,9234,NA,NA,NA,NA,NA,NA,NA
1250,4584,1.871,2,2,-,1250,1229,4429,4429,4584,4584,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,1340,7.03,1,1,-,1250,1229,1229,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,5860,1.451,4,4,-,1250,1229,6059,5819,5860,5860,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,4793,2.872,2,2,-,1250,1229,6059,4793,4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,1090,6.398,1,1,-,1250,1229,1229,1090,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,4581,1.714,2,2,-,1250,1229,1329,4369,4369,4581,4581,NA,NA,NA,NA,NA,NA,NA,NA
1250,4370,1.503,2,2,-,1250,1229,1569,1569,4370,4370,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,6850,2.135,3,3,-,1250,1229,6059,6850,6850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,9850,1.662,5,5,-,1250,1229,6059,9850,9850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,8332,1.503,5,5,-,1250,1229,6059,8459,8459,8459,8332,8332,NA,NA,NA,NA,NA,NA,NA
1250,5470,2.398,3,3,-,1250,1229,6059,6059,6059,5470,5470,NA,NA,NA,NA,NA,NA,NA,NA
1250,1260,20.661,1,1,-,1250,1229,1229,1260,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,5630,3.767,3,3,-,1250,1229,6059,5630,5630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,4651,3.187,2,2,-,1250,1229,6059,4651,4651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,5820,1.451,4,4,-,1250,1229,6059,6059,6059,5820,5820,NA,NA,NA,NA,NA,NA,NA,NA
1250,8380,1.714,5,5,-,1250,1229,6059,9929,9929,8380,8380,NA,NA,NA,NA,NA,NA,NA,NA
1250,1700,1.609,2,2,-,1250,1229,1569,1569,1700,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,6302,1.504,3,3,-,1250,1229,4429,4429,6309,6302,6302,NA,NA,NA,NA,NA,NA,NA,NA
1250,4822,1.661,2,2,-,1250,1229,1329,4369,4369,4822,4822,NA,NA,NA,NA,NA,NA,NA,NA
1250,6280,1.451,3,3,-,1250,1229,6059,6059,6059,6059,6280,6280,NA,NA,NA,NA,NA,NA,NA
1250,4501,1.977,2,2,-,1250,1229,4429,4519,4519,4501,4501,NA,NA,NA,NA,NA,NA,NA,NA
1250,4601,1.451,2,2,-,1250,1229,1329,4369,4369,4601,4601,NA,NA,NA,NA,NA,NA,NA,NA
1250,6360,1.556,3,3,-,1250,1229,4429,4429,6309,6360,6360,NA,NA,NA,NA,NA,NA,NA,NA
1250,9830,1.609,5,5,-,1250,1229,6059,9829,9830,9830,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,1471,3.24,2,2,-,1251,1229,1229,1329,1471,1471,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,1480,3.608,2,2,-,1251,1229,1229,1329,1480,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,1482,2.661,2,2,-,1260,1229,1229,1329,1482,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,1470,2.609,2,2,-,1260,1229,1229,1329,1470,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,5440,1.556,2,2,-,1270,1329,5319,5440,5440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,6182,1.661,2,2,-,1270,1329,6059,6182,6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,6126,1.556,2,2,-,1270,1329,6059,6126,6126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,9556,1.662,5,5,-,1270,1329,6059,9556,9556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,6160,1.661,2,2,-,1270,1329,6059,6160,6160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,4992,1.556,3,3,-,1270,1329,6059,4992,4992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,3250,1.714,3,3,-,1270,1329,3009,3009,3250,3250,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,9850,1.556,5,5,-,1270,1329,6059,9850,9850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,5460,1.714,2,2,-,1270,1329,5319,5460,5460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,5240,1.977,3,3,-,1270,1329,6059,5240,5240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,1360,2.398,1,1,-,1270,1329,1360,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,7470,1.451,4,4,-,1270,1329,4429,4429,7319,7470,7470,NA,NA,NA,NA,NA,NA,NA,NA
1270,1361,3.345,1,1,-,1270,1329,1361,1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,5770,1.451,4,4,-,1270,1329,6059,5770,5770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,9240,1.451,5,5,-,1270,1329,6059,9240,9240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,5210,1.451,3,3,-,1270,1329,6059,5289,5210,5210,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,4872,1.451,2,2,-,1270,1329,4369,4872,4872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,4970,1.503,2,2,-,1270,1329,4369,4970,4970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,4972,1.451,2,2,-,1270,1329,4369,4972,4972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,7280,2.767,4,4,-,1280,1329,4429,4519,4519,4519,4519,4519,7229,7280,7280,NA,NA,NA,NA
1280,5471,3.819,3,3,-,1280,1329,6059,5471,5471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,8240,2.293,5,5,-,1280,1329,6059,5919,8240,8240,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4660,3.661,2,2,-,1280,1329,4369,4369,4660,4660,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5255,1.767,3,3,-,1280,1329,6059,5289,5289,5255,5255,NA,NA,NA,NA,NA,NA,NA,NA
1280,2610,2.187,2,2,-,1280,1229,1569,1569,2610,2610,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,8050,4.398,4,4,-,1280,1329,6059,8050,8050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6183,1.977,2,2,-,1280,1329,6059,6183,6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6265,2.03,3,3,-,1280,1329,6059,6059,6059,6059,6265,6265,NA,NA,NA,NA,NA,NA,NA
1280,7180,3.345,4,4,-,1280,1329,4429,4519,4519,4519,4519,4519,7229,7180,7180,NA,NA,NA,NA
1280,5830,1.504,4,4,-,1280,1329,6059,5819,5819,5830,5830,NA,NA,NA,NA,NA,NA,NA,NA
1280,4440,9.398,2,2,-,1280,1329,4429,4429,4440,4440,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5630,2.924,3,3,-,1280,1329,6059,5630,5630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5000,2.555,3,3,-,1280,1329,6059,6059,6059,5000,5000,NA,NA,NA,NA,NA,NA,NA,NA
1280,2394,2.082,2,2,-,1280,1229,2329,2329,2394,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4810,6.661,2,2,-,1280,1329,4369,4369,4810,4810,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5210,1.924,3,3,-,1280,1329,6059,5289,5210,5210,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,1570,1.872,2,2,-,1280,1229,1569,1569,1570,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4330,4.45,2,2,-,1280,1329,4429,4429,4330,4330,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,1500,3.872,2,2,-,1280,1229,1569,1569,1500,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6601,2.556,3,3,-,1280,1329,6059,6629,6601,6601,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5971,2.188,5,5,-,1280,1329,6059,5971,5971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,8070,1.766,4,4,-,1280,1329,6059,8029,8070,8070,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,8940,1.451,5,5,-,1280,1329,6059,8379,8940,8940,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,9232,1.556,5,5,-,1280,1329,9029,9029,9029,9232,9232,NA,NA,NA,NA,NA,NA,NA,NA
1280,2240,4.241,2,2,-,1280,1229,2079,2079,2240,2240,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,9340,4.345,5,5,-,1280,1329,9029,9029,9029,9340,9340,NA,NA,NA,NA,NA,NA,NA,NA
1280,9545,1.556,5,5,-,1280,1329,9489,9489,9545,9545,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6330,2.083,3,3,-,1280,1329,4429,4429,6309,6330,6330,NA,NA,NA,NA,NA,NA,NA,NA
1280,9330,2.662,5,5,-,1280,1329,6059,9330,9330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6160,4.714,2,2,-,1280,1329,6059,6160,6160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4566,2.766,2,2,-,1280,1329,4369,4566,4566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,9822,6.45,5,5,-,1280,1329,6059,9822,9822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,8040,2.293,4,4,-,1280,1329,6059,8029,8040,8040,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6860,2.03,3,3,-,1280,1329,6059,6819,6860,6860,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6043,2.872,2,2,-,1280,1229,6059,6043,6043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,8361,1.503,5,5,-,1280,1329,6059,8379,8361,8361,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4960,1.819,2,2,-,1280,1329,4369,4960,4960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6380,1.714,3,3,-,1280,1329,4429,4429,6309,6380,6380,NA,NA,NA,NA,NA,NA,NA,NA
1280,9250,2.187,5,5,-,1280,1329,9029,9029,9029,9250,9250,NA,NA,NA,NA,NA,NA,NA,NA
1280,5771,2.24,4,4,-,1280,1329,6059,5719,5771,5771,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4822,4.766,2,2,-,1280,1329,4369,4369,4822,4822,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6870,1.608,3,3,-,1280,1329,6059,6819,6870,6870,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,3854,2.398,3,3,-,1280,1329,3799,3799,3854,3854,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5431,4.451,2,2,-,1280,1329,5319,5431,5431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,4460,3.925,2,2,-,1280,1329,4429,4429,4460,4460,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,5760,1.767,4,4,-,1280,1329,6059,5719,5760,5760,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,3762,2.766,3,3,-,1280,1329,2749,2749,2749,3762,3762,NA,NA,NA,NA,NA,NA,NA,NA
1280,6200,4.977,3,3,-,1280,1329,6059,6200,6200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,3241,1.609,3,3,-,1302,1329,1329,3009,3609,3609,3241,3241,NA,NA,NA,NA,NA,NA,NA
1302,6051,1.608,2,2,-,1302,1329,1329,6059,6051,6051,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,5220,1.924,3,3,-,1302,1329,1329,6059,5220,5220,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,4675,1.556,2,2,-,1302,1329,1329,4369,4369,4675,4675,NA,NA,NA,NA,NA,NA,NA,NA
1302,4651,1.977,2,2,-,1302,1329,1329,4369,4369,4651,4651,NA,NA,NA,NA,NA,NA,NA,NA
1302,8050,1.556,4,4,-,1302,1329,1329,6059,8050,8050,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,8200,1.924,4,4,-,1302,1329,1329,6059,8029,8200,8200,NA,NA,NA,NA,NA,NA,NA,NA
1302,2971,1.766,3,3,-,1302,1329,1329,2749,2749,2749,2971,2971,NA,NA,NA,NA,NA,NA,NA
1302,6041,1.556,2,2,-,1302,1329,1329,6059,6041,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,3190,1.503,3,3,-,1302,1329,1329,3009,3009,3190,3190,NA,NA,NA,NA,NA,NA,NA,NA
1302,2580,1.556,2,2,-,1302,1329,1329,1569,2580,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,5371,1.714,2,2,-,1302,1329,1329,6059,5371,5371,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,9830,1.451,5,5,-,1302,1329,1329,6059,9829,9830,9830,NA,NA,NA,NA,NA,NA,NA,NA
1302,2855,1.556,3,3,-,1302,1329,1329,2749,2749,2855,2855,NA,NA,NA,NA,NA,NA,NA,NA
1302,8930,1.451,5,5,-,1302,1329,1329,6059,8029,8419,8930,8930,NA,NA,NA,NA,NA,NA,NA
1302,9882,1.451,5,5,-,1302,1329,1329,6059,9929,9929,9882,9882,NA,NA,NA,NA,NA,NA,NA
1302,3854,1.451,3,3,-,1302,1329,1329,3799,3799,3854,3854,NA,NA,NA,NA,NA,NA,NA,NA
1302,2754,1.503,3,3,-,1302,1329,1329,2749,2749,2749,2754,2754,NA,NA,NA,NA,NA,NA,NA
1302,9711,1.451,5,5,-,1302,1329,1329,6059,9729,9711,9711,NA,NA,NA,NA,NA,NA,NA,NA
1302,4370,1.503,2,2,-,1302,1329,1329,1569,1569,1569,4370,4370,NA,NA,NA,NA,NA,NA,NA
1302,3250,1.451,3,3,-,1302,1329,1329,3009,3009,3250,3250,NA,NA,NA,NA,NA,NA,NA,NA
1302,6300,1.503,3,3,-,1302,1329,1329,4429,4429,6309,6300,6300,NA,NA,NA,NA,NA,NA,NA
1302,4584,1.766,2,2,-,1302,1329,1329,4429,4429,4584,4584,NA,NA,NA,NA,NA,NA,NA,NA
1302,2861,1.451,3,3,-,1302,1329,1329,2749,2749,2749,2861,2861,NA,NA,NA,NA,NA,NA,NA
1302,7191,1.451,4,4,-,1302,1329,1329,4429,4519,4519,4519,4519,4519,7229,7191,7191,NA,NA,NA
1302,7280,1.556,4,4,-,1302,1329,1329,4429,4519,4519,4519,4519,4519,7229,7280,7280,NA,NA,NA
1302,1470,1.609,1,1,-,1302,1329,1329,1470,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,1360,2.503,1,1,-,1302,1329,1329,1360,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,3082,1.451,3,3,-,1302,1329,1329,3009,3009,3082,3082,NA,NA,NA,NA,NA,NA,NA,NA
1302,1632,3.451,2,2,-,1302,1329,1329,1569,1569,1569,1632,1632,NA,NA,NA,NA,NA,NA,NA
1302,5450,1.504,3,3,-,1302,1329,1329,6059,5450,5450,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,3702,1.924,3,3,-,1302,1329,1329,3799,3799,3702,3702,NA,NA,NA,NA,NA,NA,NA,NA
1340,7290,1.451,4,4,-,1340,1329,4429,4519,4519,4519,4519,4519,7229,7290,7290,NA,NA,NA,NA
1340,5250,1.504,3,3,-,1340,1329,6059,5289,5289,5250,5250,NA,NA,NA,NA,NA,NA,NA,NA
1340,9930,2.188,5,5,-,1340,1329,4369,4369,9929,9929,9929,9930,9930,NA,NA,NA,NA,NA,NA
1340,3140,1.872,3,3,-,1340,1329,3009,3009,3140,3140,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,5431,1.819,2,2,-,1340,1329,5319,5431,5431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,2600,3.03,2,2,-,1340,1329,1569,1569,1569,2600,2600,NA,NA,NA,NA,NA,NA,NA,NA
1340,4423,2.187,2,2,-,1340,1329,4429,4429,4423,4423,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,4820,1.556,2,2,-,1340,1329,4369,4369,4820,4820,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,4724,1.977,2,2,-,1340,1329,4429,4329,4724,4724,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,9250,1.819,5,5,-,1340,1329,9029,9029,9029,9250,9250,NA,NA,NA,NA,NA,NA,NA,NA
1340,3160,1.977,3,3,-,1340,1329,3009,3009,3160,3160,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,8565,1.556,5,5,-,1340,1329,4429,4429,8509,8509,8565,8565,NA,NA,NA,NA,NA,NA,NA
1340,9911,1.451,5,5,-,1340,1329,6059,9929,9929,9911,9911,NA,NA,NA,NA,NA,NA,NA,NA
1340,9232,1.451,5,5,-,1340,1329,9029,9029,9029,9232,9232,NA,NA,NA,NA,NA,NA,NA,NA
