OSLIC,DSLIC,VOL,SVC1,SVC2,DASH,SLIC1,SLIC2,SLIC3,SLIC4,SLIC5,SLIC6,SLIC7,SLIC8,SLIC9,SLIC10,SLIC11,SLIC12,SLIC13,SLIC14,SLIC15
6500,3333,1.819,3,3,-,6500,6309,3289,3289,3333,3333,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,9732,1.503,4,4,-,6500,6629,6629,6629,6629,9729,9729,9729,9732,9732,NA,NA,NA,NA,NA
6500,2580,1.767,2,2,-,6500,6309,2409,2580,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,8560,1.451,4,4,-,6500,6629,8509,8509,8560,8560,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4922,1.661,2,2,-,6500,6309,4369,4922,4922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,2470,1.504,2,2,-,6500,6309,2409,2470,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,9931,1.451,4,4,-,6500,6629,8459,8459,8459,9789,9789,9931,9931,NA,NA,NA,NA,NA,NA
6500,8941,1.503,3,3,-,6500,6629,8459,8959,8941,8941,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,6170,4.398,2,2,-,6500,6309,6259,6170,6170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,1730,1.503,2,2,-,6500,6309,1569,1730,1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4720,1.556,2,2,-,6500,6309,4629,4629,4629,4720,4720,NA,NA,NA,NA,NA,NA,NA,NA
6500,8346,1.451,3,3,-,6500,6629,8459,8459,8459,8346,8346,NA,NA,NA,NA,NA,NA,NA,NA
6500,3690,1.609,2,2,-,6500,6309,3609,3609,3690,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4101,1.977,2,2,-,6500,6309,4009,4009,4101,4101,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,6671,4.661,1,1,-,6500,6629,6671,6671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,9132,2.293,4,4,-,6500,6629,9029,9029,9132,9132,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4405,1.662,2,2,-,6500,6309,4329,4329,4405,4405,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,1720,3.083,2,2,-,6500,6309,1569,1569,1720,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4636,2.24,2,2,-,6500,6309,6059,6059,4636,4636,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,9391,1.714,4,4,-,6500,6629,9489,9489,9391,9391,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,3782,1.556,2,2,-,6500,6309,3799,3799,3782,3782,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,8822,1.451,3,3,-,6500,6629,8719,8822,8822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,2941,2.135,2,2,-,6500,6309,2919,2941,2941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,5720,1.714,2,2,-,6500,6629,5719,5719,5719,5720,5720,NA,NA,NA,NA,NA,NA,NA,NA
6500,8342,1.451,4,4,-,6500,6629,8459,8459,8459,8349,8342,8342,NA,NA,NA,NA,NA,NA,NA
6500,8240,1.608,3,3,-,6500,6629,8029,8029,8269,8240,8240,NA,NA,NA,NA,NA,NA,NA,NA
6500,5610,1.451,2,2,-,6500,6629,5719,5719,5719,5610,5610,NA,NA,NA,NA,NA,NA,NA,NA
6500,8631,1.451,4,4,-,6500,6629,8509,8509,8631,8631,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,9780,1.608,4,4,-,6500,6629,8459,8459,8459,9789,9789,9780,9780,NA,NA,NA,NA,NA,NA
6500,7502,1.714,2,2,-,6500,6629,7319,7319,7502,7502,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,5870,3.029,2,2,-,6500,6629,5719,5870,5870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,5571,1.556,2,2,-,6500,6629,5519,5519,5571,5571,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,9300,1.872,4,4,-,6500,6629,9029,9029,9300,9300,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,3351,1.714,3,3,-,6500,6309,3289,3289,3351,3351,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,2780,1.977,2,2,-,6500,6309,2749,2780,2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,8050,3.029,2,2,-,6500,6629,8029,8029,8050,8050,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,1530,1.767,2,2,-,6500,6309,1569,1569,1530,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,6290,8.346,1,1,-,6500,6309,6290,6290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,3251,2.029,2,2,-,6500,6309,3609,3609,3251,3251,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4451,1.766,2,2,-,6500,6309,4329,4329,4451,4451,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,8080,1.714,2,2,-,6500,6629,8029,8029,8080,8080,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,4250,1.504,2,2,-,6500,6309,4009,4009,4250,4250,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,5470,4.134,2,2,-,6500,6629,5519,5519,5470,5470,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,8030,1.819,2,2,-,6500,6629,8029,8029,8030,8030,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,2874,2.188,2,2,-,6500,6309,2749,2874,2874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,2811,1.977,2,2,-,6500,6309,2919,2811,2811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,3303,2.03,3,3,-,6500,6309,3309,3303,3303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,8770,1.504,3,3,-,6500,6629,8719,8719,8770,8770,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,7492,1.924,2,2,-,6500,6629,7319,7319,7492,7492,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2711,17.556,2,2,-,6510,6309,2749,2711,2711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2961,11.819,2,2,-,6510,6309,2919,2961,2961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2241,2.977,3,3,-,6510,6309,2329,2241,2241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,6103,12.556,2,2,-,6510,6309,6059,6059,6103,6103,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,9890,1.504,4,4,-,6510,6629,9929,9929,9929,9890,9890,NA,NA,NA,NA,NA,NA,NA,NA
6510,8820,3.24,3,3,-,6510,6629,8719,8719,8820,8820,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,5340,26.135,2,2,-,6510,6309,6059,6059,5340,5340,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,3045,5.609,2,2,-,6510,6309,2919,3045,3045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8113,2.662,2,2,-,6510,6629,8029,8029,8113,8113,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,5600,13.714,2,2,-,6510,6629,5519,5519,5600,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,9240,5.714,4,4,-,6510,6629,9029,9029,9240,9240,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2801,18.03,2,2,-,6510,6309,2749,2801,2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,9701,1.819,4,4,-,6510,6629,8459,8459,8459,9729,9701,9701,NA,NA,NA,NA,NA,NA,NA
6510,8711,24.609,3,3,-,6510,6629,8719,8719,8719,8711,8711,NA,NA,NA,NA,NA,NA,NA,NA
6510,4566,6.135,2,2,-,6510,6309,4059,4059,4059,4566,4566,NA,NA,NA,NA,NA,NA,NA,NA
6510,3343,8.135,3,3,-,6510,6309,3289,3289,3343,3343,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4451,11.398,2,2,-,6510,6309,4329,4329,4451,4451,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4580,15.713,2,2,-,6510,6309,4629,4629,4629,4580,4580,NA,NA,NA,NA,NA,NA,NA,NA
6510,3571,6.45,2,2,-,6510,6629,3719,3719,3571,3571,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2811,19.135,2,2,-,6510,6309,2919,2811,2811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,6193,18.188,2,2,-,6510,6309,6309,6309,6193,6193,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,3350,11.82,3,3,-,6510,6309,3289,3289,3350,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4230,14.135,2,2,-,6510,6309,4009,4009,4230,4230,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,1630,6.819,2,2,-,6510,6309,1569,1569,1630,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,6882,3.03,2,2,-,6510,6629,6819,6819,6882,6882,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2850,6.504,3,3,-,6510,6309,2749,2749,2749,2749,2850,2850,NA,NA,NA,NA,NA,NA,NA
6510,9860,1.503,4,4,-,6510,6629,6629,6629,6629,9729,9729,9729,9860,9860,NA,NA,NA,NA,NA
6510,4105,5.871,2,2,-,6510,6309,4009,4009,4105,4105,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8771,2.082,3,3,-,6510,6629,8719,8719,8771,8771,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,3090,15.398,2,2,-,6510,6309,2919,3090,3090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2860,12.503,2,2,-,6510,6309,2749,2860,2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2780,11.346,2,2,-,6510,6309,2749,2780,2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8342,1.503,4,4,-,6510,6629,8459,8459,8459,8349,8342,8342,NA,NA,NA,NA,NA,NA,NA
6510,6350,33.398,1,1,-,6510,6309,6350,6350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,1471,2.135,3,2,-,6510,6309,1569,1429,1471,1471,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4535,19.135,2,2,-,6510,6309,4629,4629,4629,4535,4535,NA,NA,NA,NA,NA,NA,NA,NA
6510,3303,3.083,3,3,-,6510,6309,3309,3303,3303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4271,14.188,2,2,-,6510,6309,4009,4009,4271,4271,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,9593,2.029,4,4,-,6510,6629,9489,9489,9593,9593,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8105,3.714,2,2,-,6510,6629,8029,8029,8105,8105,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,5971,4.819,3,3,-,6510,6629,5719,5919,5971,5971,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8121,1.766,2,2,-,6510,6629,8029,8121,8121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2610,10.766,2,2,-,6510,6309,4329,4329,2610,2610,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,3690,3.451,2,2,-,6510,6309,3609,3609,3690,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,9453,1.977,4,4,-,6510,6629,9489,9489,9453,9453,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8290,1.609,3,3,-,6510,6629,8029,8029,8290,8290,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,7160,6.871,2,2,-,6510,6309,7229,7160,7160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,9821,2.451,4,4,-,6510,6629,6629,6629,6629,9729,9729,9821,9821,NA,NA,NA,NA,NA,NA
6510,1600,20.346,2,2,-,6510,6309,1569,1569,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,7900,5.714,2,2,-,6510,6629,7319,7900,7900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,6540,64.45,1,1,-,6510,6309,6540,6540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,5621,10.556,2,2,-,6510,6629,5519,5519,5621,5621,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4635,34.45,2,2,-,6510,6309,6059,6059,4635,4635,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,8200,2.346,2,2,-,6510,6629,8029,8029,8200,8200,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2970,18.609,2,2,-,6510,6309,2749,2970,2970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,4440,19.398,2,2,-,6510,6309,4329,4329,4440,4440,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,5591,10.503,2,2,-,6510,6629,5519,5519,5591,5591,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,2971,7.293,2,2,-,6510,6309,2749,2971,2971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,7270,8.555,2,2,-,6530,6629,7229,7229,7270,7270,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8162,1.504,2,2,-,6530,6629,8029,8162,8162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8460,4.556,3,3,-,6530,6629,8029,8029,8460,8460,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,2450,3.292,3,3,-,6530,6629,2409,2409,2450,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,7450,1.977,2,2,-,6530,6629,7319,7319,7450,7450,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,4451,1.819,2,2,-,6530,6629,4329,4451,4451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,3730,2.293,2,2,-,6530,6629,3719,3719,3730,3730,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,4624,2.661,2,2,-,6530,6629,4629,4629,4629,4624,4624,NA,NA,NA,NA,NA,NA,NA,NA
6530,8523,2.029,4,4,-,6530,6629,8509,8509,8523,8523,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,9711,1.451,4,4,-,6530,6629,6629,6629,6629,9729,9729,9729,9711,9711,NA,NA,NA,NA,NA
6530,5700,2.292,2,2,-,6530,6629,5719,5719,5719,5700,5700,NA,NA,NA,NA,NA,NA,NA,NA
6530,5941,1.451,3,3,-,6530,6629,5719,5919,5969,5941,5941,NA,NA,NA,NA,NA,NA,NA,NA
6530,3176,1.924,2,2,-,6530,6629,3609,3176,3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,6871,1.608,2,2,-,6530,6629,6819,6819,6871,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,2780,2.24,3,3,-,6530,6629,2749,2749,2749,2780,2780,NA,NA,NA,NA,NA,NA,NA,NA
6530,1361,1.819,3,3,-,6530,6629,4629,4629,4629,1329,1361,1361,NA,NA,NA,NA,NA,NA,NA
6530,8440,4.662,3,3,-,6530,6629,8029,8029,8440,8440,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,5971,1.82,3,3,-,6530,6629,5719,5919,5971,5971,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,1280,2.556,3,3,-,6530,6629,4629,4629,4629,1329,1280,1280,NA,NA,NA,NA,NA,NA,NA
6530,6750,2.608,2,2,-,6530,6629,6629,6629,6629,6750,6750,NA,NA,NA,NA,NA,NA,NA,NA
6530,8770,1.609,3,3,-,6530,6629,8719,8719,8770,8770,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,4737,1.819,2,2,-,6530,6629,4629,4629,4629,4737,4737,NA,NA,NA,NA,NA,NA,NA,NA
6530,2891,1.714,3,3,-,6530,6629,2749,2749,2749,2891,2891,NA,NA,NA,NA,NA,NA,NA,NA
6530,8631,1.609,4,4,-,6530,6629,8509,8509,8631,8631,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,6460,7.819,1,1,-,6530,6629,6460,6460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,5840,1.925,2,2,-,6530,6629,5719,5719,5819,5840,5840,NA,NA,NA,NA,NA,NA,NA,NA
6530,2851,2.345,3,3,-,6530,6629,2749,2749,2851,2851,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,9250,2.662,4,4,-,6530,6629,9029,9029,9250,9250,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,5651,1.925,2,2,-,6530,6629,5519,5519,5651,5651,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,9556,2.872,4,4,-,6530,6629,9489,9489,9556,9556,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8820,1.556,3,3,-,6530,6629,8719,8719,8820,8820,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,5652,2.029,2,2,-,6530,6629,5519,5519,5652,5652,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8230,1.609,2,2,-,6530,6629,8029,8230,8230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,9232,1.661,4,4,-,6530,6629,9029,9029,9232,9232,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,7170,1.819,2,2,-,6530,6629,7229,7229,7170,7170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8602,1.451,4,4,-,6530,6629,8509,8509,8602,8602,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8630,2.03,4,4,-,6530,6629,8509,8509,8630,8630,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,8130,2.504,2,2,-,6530,6629,8029,8130,8130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,3702,3.714,2,2,-,6530,6629,3719,3719,3702,3702,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,5931,1.609,3,3,-,6530,6629,5719,5919,5931,5931,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,7360,2.556,2,2,-,6530,6629,7319,7319,7360,7360,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,7351,1.662,2,2,-,6530,6629,7319,7319,7351,7351,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,3731,1.871,2,2,-,6530,6629,3719,3719,3731,3731,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,1500,2.082,3,3,-,6530,6629,1569,1500,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,1570,1.767,3,3,-,6530,6629,1569,1570,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,2470,1.556,3,2,-,6530,6629,4059,2539,2470,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,9490,1.871,4,4,-,6530,6629,9489,9489,9490,9490,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,6900,1.714,2,2,-,6530,6629,6819,6900,6900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,3710,2.135,2,2,-,6530,6629,3719,3719,3710,3710,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,4930,1.977,3,3,-,6530,6629,6309,6309,4959,4959,4930,4930,NA,NA,NA,NA,NA,NA,NA
6530,5370,2.555,2,2,-,6530,6629,5319,5370,5370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,2834,2.345,3,3,-,6530,6629,2749,2749,2749,2834,2834,NA,NA,NA,NA,NA,NA,NA,NA
6530,8380,1.767,4,4,-,6530,6629,9929,9929,9929,8380,8380,NA,NA,NA,NA,NA,NA,NA,NA
6530,1790,2.03,4,3,-,6530,6629,6629,6629,6629,1569,1790,1790,NA,NA,NA,NA,NA,NA,NA
6530,8821,2.03,3,3,-,6530,6629,8719,8821,8821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,1830,1.872,4,3,-,6530,6629,6629,6629,6629,1569,1830,1830,NA,NA,NA,NA,NA,NA,NA
6540,7380,2.083,2,2,-,6540,6309,7319,7319,7380,7380,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,3296,1.556,3,3,-,6540,6309,3289,3289,3296,3296,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,6051,2.083,2,2,-,6540,6309,6059,6059,6051,6051,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4460,1.556,2,2,-,6540,6309,4329,4329,4460,4460,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4310,1.503,2,2,-,6540,6309,4329,4329,4310,4310,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4370,1.556,2,2,-,6540,6309,4329,4329,4370,4370,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,9221,1.662,4,4,-,6540,6309,9029,9029,9221,9221,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,9850,1.872,4,4,-,6540,6309,6629,6629,9729,9729,9729,9850,9850,NA,NA,NA,NA,NA,NA
6540,2861,1.556,2,2,-,6540,6309,2749,2861,2861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,6871,1.503,2,2,-,6540,6309,6819,6819,6871,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,2570,1.714,2,2,-,6540,6309,4059,4059,4059,2570,2570,NA,NA,NA,NA,NA,NA,NA,NA
6540,2260,1.924,2,2,-,6540,6309,2409,2260,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,7753,1.556,3,3,-,6540,6309,7709,7709,7709,7753,7753,NA,NA,NA,NA,NA,NA,NA,NA
6540,9490,1.503,4,4,-,6540,6309,9489,9490,9490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,7805,1.503,3,3,-,6540,6309,7879,7879,7829,7805,7805,NA,NA,NA,NA,NA,NA,NA,NA
6540,6561,4.03,2,2,-,6540,6309,6309,6309,6561,6561,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,8130,1.504,3,3,-,6540,6309,8029,8130,8130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,1770,1.872,2,2,-,6540,6309,1569,1770,1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,5753,1.451,3,3,-,6540,6309,5719,5719,5719,5753,5753,NA,NA,NA,NA,NA,NA,NA,NA
6540,4624,1.924,2,2,-,6540,6309,4629,4629,4629,4624,4624,NA,NA,NA,NA,NA,NA,NA,NA
6540,9453,1.924,4,4,-,6540,6309,9489,9453,9453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,3701,1.819,2,2,-,6540,6309,6309,6309,3719,3701,3701,NA,NA,NA,NA,NA,NA,NA,NA
6540,9530,1.609,4,4,-,6540,6309,9489,9530,9530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,5140,1.662,2,2,-,6540,6309,6819,6819,5140,5140,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,3260,1.872,3,3,-,6540,6309,3289,3289,3260,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,1610,1.556,2,2,-,6540,6309,1569,1569,1610,1610,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,8293,1.451,4,4,-,6540,6309,8029,8029,8419,8293,8293,NA,NA,NA,NA,NA,NA,NA,NA
6540,2830,3.924,2,2,-,6540,6309,2749,2830,2830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4047,1.556,2,2,-,6540,6309,4009,4009,4047,4047,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,2350,2.24,3,3,-,6540,6309,2329,2350,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,5250,1.819,2,2,-,6540,6309,5289,5289,5250,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,2782,1.609,2,2,-,6540,6309,2749,2782,2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,7756,1.872,3,3,-,6540,6309,7709,7709,7709,7756,7756,NA,NA,NA,NA,NA,NA,NA,NA
6540,6880,1.819,2,2,-,6540,6309,6629,6629,6819,6880,6880,NA,NA,NA,NA,NA,NA,NA,NA
6540,8440,1.872,4,4,-,6540,6309,8029,8029,8440,8440,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,8201,1.451,3,3,-,6540,6309,8029,8029,8201,8201,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,2864,1.609,2,2,-,6540,6309,2749,2864,2864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,3302,1.767,3,3,-,6540,6309,3289,3289,3302,3302,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4423,2.135,2,2,-,6540,6309,4329,4329,4423,4423,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,1830,1.503,3,2,-,6540,6309,1569,1830,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,9780,1.451,4,4,-,6540,6309,9929,9929,9789,9780,9780,NA,NA,NA,NA,NA,NA,NA,NA
6540,8800,1.451,3,3,-,6540,6309,6629,6629,8719,8719,8800,8800,NA,NA,NA,NA,NA,NA,NA
6540,3190,2.082,2,2,-,6540,6309,3609,3609,3190,3190,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4330,2.556,2,2,-,6540,6309,4329,4329,4330,4330,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,6500,6.608,1,1,-,6540,6309,6500,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,8430,1.451,4,4,-,6540,6309,6059,8430,8430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,4230,1.872,2,2,-,6540,6309,4009,4009,4230,4230,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,2780,1.608,2,2,-,6540,6309,2749,2780,2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,2560,1.503,2,2,-,6540,6309,2409,2560,2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,9591,1.872,4,4,-,6540,6309,9489,9591,9591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,8080,1.451,3,3,-,6540,6309,8029,8029,8080,8080,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,7752,1.766,3,3,-,6540,6309,7709,7709,7709,7752,7752,NA,NA,NA,NA,NA,NA,NA,NA
6540,6750,1.503,2,2,-,6540,6309,6629,6629,6750,6750,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,5640,1.556,2,2,-,6540,6309,5519,5640,5640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,4330,2.662,2,2,-,6561,6309,4329,4329,4330,4330,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,9911,1.819,4,4,-,6561,6629,9929,9929,9929,9911,9911,NA,NA,NA,NA,NA,NA,NA,NA
6561,5733,1.661,2,2,-,6561,6629,5719,5719,5719,5733,5733,NA,NA,NA,NA,NA,NA,NA,NA
6561,5931,1.503,3,3,-,6561,6629,5719,5919,5931,5931,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,4885,2.188,3,2,-,6561,6309,4959,4959,4885,4885,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,4890,2.767,3,2,-,6561,6309,4959,4959,4890,4890,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,5130,2.608,2,2,-,6561,6629,6819,6819,5130,5130,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,9132,2.819,4,4,-,6561,6629,9029,9029,9132,9132,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,5620,2.292,2,2,-,6561,6629,5519,5519,5620,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,4230,2.714,2,2,-,6561,6309,4009,4009,4230,4230,NA,NA,NA,NA,NA,NA,NA,NA,NA
