"x","y"
1.03862882854388,-1.1125680666728
1.13917621065242,-0.825938634026597
1.1230896808855,-0.812832570519044
1.14814623640465,-0.826854016435627
1.11832959114097,-0.817751547339037
1.1155202926129,-0.811941012415952
1.14305333052443,-0.821706603840973
1.13772436387551,-0.805580695455896
1.13556131279671,-0.813307772563707
1.13284634853229,-0.817197400172071
1.12939086518886,-0.814117719070296
1.13241774069202,-0.808692922044619
1.12770501307225,-0.809464533801687
1.12883674842467,-0.807471660323345
1.12658721664187,-0.812448505206281
1.12821018115097,-0.810300227801868
1.6591866677652,-1.17429944775248
1.11182517342239,-0.810682697714363
1.13785570835027,-0.805733063312661
1.12712565118323,-0.809102014566015
1.12690921542509,-0.809608401052526
1.11220681912714,-0.81674782745323
1.10506578341882,-0.814136939885252
1.12338773112463,-0.820685563254989
1.12299214696045,-0.815187039766339
1.12319405445615,-0.820518616991358
1.13597613676535,-0.808383842636962
1.14503038014987,-0.798672972197695
1.14514818608089,-0.813317219920998
1.1547270091789,-0.789754577891704
1.13564560052695,-0.797849926651477
1.15462553487072,-0.803819281149005
1.13423556718586,-0.793643547622634
1.13606640995835,-0.787252243770014
1.14069644558152,-0.782046623533418
1.13645792627055,-0.759636693677414
1.128723966213,-0.74176531658121
1.15391100439857,-0.730427392787212
1.14544699050881,-0.735386536305511
1.13096535791955,-0.771301471495884
1.1411306091394,-0.770040064742866
1.14693750582237,-0.816487341343097
1.17075735556643,-0.801045096805018
1.16224972708863,-0.799125488267078
1.15946274758259,-0.810703459944226
1.16048027804751,-0.792197753430434
1.13487518195383,-0.831286146817787
1.1367043578897,-0.828717148642791
1.13716998140667,-0.836659570056801
1.12796995414296,-0.829049205058844
1.12538126107259,-0.831271945613954
1.13213886033435,-0.840423444774202
1.13251180790253,-0.837945471145658
1.13276162539564,-0.842756655162674
1.13852058967301,-0.841216350526932
1.13441809927144,-0.846217483313026
1.13665063422924,-0.856070058306515
1.14149532274706,-0.857948850139885
1.13789727392187,-0.857226784570417
1.13651605727902,-0.861574007332215
1.13856585830107,-0.854713025572941
1.13708018954698,-0.857920219804207
1.14513666693003,-0.860107301986256
1.1313639231604,-0.862194692558781
1.13938285724128,-0.862730509831706
1.14483296517976,-0.846233031910574
1.13601904192278,-0.876010991765648
1.13760708831366,-0.876295441863755
1.14034137943069,-0.873046311258543
1.12575840540434,-0.877236144449029
1.13144649183231,-0.880764361405966
1.13709407920229,-0.868420373293719
1.13603839226672,-0.85904521950367
1.12992587307626,-0.865773907966168
1.1361197472778,-0.855401383268687
1.13580553982518,-0.855951701082473
1.13487939489782,-0.855146371762068
1.13601972619468,-0.854159624307519
1.13521685775937,-0.853290664734631
1.13787529692587,-0.849992715430233
1.20891778882785,-0.883236012078858
1.13986634992986,-0.847035178060148
1.13587608254092,-0.852201030968624
1.13187127553687,-0.852477205820859
1.14040418332418,-0.851320521686656
1.13810531287639,-0.877997586607698
1.13394076317728,-0.856195508376699
1.13289202947543,-0.855007223306407
